,Year,Transmission,Owner_Type,Engine (CC),Power (bhp),Price
4635,2018.0,1,0,1396.0,88.73,7.59
4636,2009.0,1,2,1586.0,104.68,1.99
4637,2016.0,1,0,799.0,53.3,3.8
4638,2013.0,1,0,2498.0,112,4.0
4639,2013.0,1,2,814.0,55.2,2.95
4640,2013.0,1,0,1498.0,98.6,3.75
4641,2010.0,1,0,1199.0,73.9,2.5
4642,2011.0,1,0,1497.0,118,3.75
4643,2015.0,0,0,2982.0,168.5,22.0
4644,2017.0,1,0,1198.0,86.7,6.14
4645,2015.0,0,0,1995.0,143,16.0
4646,2014.0,0,0,998.0,67.04,3.75
4647,2015.0,1,0,2494.0,100.6,11.75
4648,2013.0,0,2,2179.0,187.7,24.0
4649,2017.0,1,0,1199.0,88.7,8.9
4650,2012.0,0,3,1995.0,184,10.0
4651,2014.0,0,0,1598.0,103.5,5.55
4652,2012.0,1,0,1598.0,103.5,3.59
4653,2019.0,1,0,1498.0,98.59,11.13
4654,2012.0,1,0,2179.0,140,7.2
4655,2014.0,1,0,1388.0,67,2.98
4656,2010.0,1,2,1086.0,62.1,1.7
4657,2015.0,0,0,2987.0,224,52.0
4658,2003.0,1,0,796.0,46.3,0.95
4659,2016.0,1,0,1497.0,117.3,9.25
4660,2014.0,0,0,2199.0,194.3,16.25
4661,2015.0,0,0,2143.0,136,20.99
4662,2005.0,1,2,2494.0,102,4.25
4663,2008.0,0,2,1995.0,181,7.2
4664,2011.0,1,0,1197.0,85.8,4.4
4665,2011.0,1,2,1598.0,103.6,4.25
4666,2012.0,1,0,1373.0,93.7,5.35
4667,2016.0,0,2,1197.0,82,6.3
4668,2017.0,1,0,1582.0,126.2,12.5
4669,2008.0,0,2,2967.0,241.38,7.5
4670,2016.0,1,0,1997.0,140,11.25
4671,2016.0,0,0,1499.0,110.4,7.65
4672,2016.0,1,0,1120.0,71,4.5
4673,2014.0,0,0,1498.0,103.2,7.5
4674,2004.0,0,0,2987.0,210,7.1
4675,2010.0,1,0,1197.0,78.9,2.25
4676,2015.0,0,0,1968.0,174.33,27.0
4677,2012.0,1,2,1396.0,88.76,4.18
4678,2013.0,1,0,1396.0,88.7,6.5
4679,2010.0,1,0,1497.0,118,3.15
4680,2016.0,1,0,1248.0,88.5,7.64
4681,2011.0,1,0,796.0,46.3,2.4
4682,2016.0,0,0,998.0,67,4.25
4683,2016.0,1,0,1582.0,126.2,9.31
4684,2011.0,1,0,796.0,46.3,2.39
4685,2018.0,1,2,1598.0,103.5,7.64
4686,2016.0,1,0,1197.0,83.1,6.21
4687,2012.0,0,0,2179.0,115,16.5
4688,2011.0,0,0,1997.0,153.86,8.22
4689,2017.0,1,0,2755.0,174.5,28.85
4690,2015.0,0,0,1497.0,116.3,8.5
4691,2014.0,0,2,5461.0,421,90.0
4692,2015.0,1,0,1497.0,117.3,6.51
4693,2013.0,1,0,1248.0,74,4.65
4694,2013.0,0,0,1794.0,138.1,8.4
4695,2014.0,1,0,1364.0,67.06,5.75
4696,2006.0,1,0,998.0,67.1,1.11
4697,2017.0,1,0,1991.0,184,3.93
4698,2014.0,0,0,1991.0,184,17.25
4699,2012.0,0,0,2179.0,187.7,32.0
4700,2011.0,1,0,1197.0,80,3.45
4701,2014.0,0,2,2179.0,147.51,23.0
4702,2018.0,1,0,1197.0,81.86,7.32
4703,2014.0,1,0,1198.0,86.7,4.4
4704,2015.0,0,0,2987.0,165,47.35
4705,2016.0,1,0,796.0,47.3,4.12
4706,2016.0,0,0,2755.0,171.5,19.5
4707,2016.0,0,0,1197.0,82,6.2
4708,2016.0,0,0,2993.0,258,45.0
4709,1998.0,1,2,970.0,80,0.85
4710,2010.0,1,2,1197.0,80,2.8
4711,2015.0,0,0,1197.0,82,4.8
4712,2003.0,1,2,1498.0,89.75,0.9
4713,2014.0,1,0,1498.0,89.75,5.65
4714,2011.0,1,2,2148.0,74,14.5
4715,2015.0,1,0,1248.0,74,5.9
4716,2015.0,1,2,1364.0,67.04,5.0
4717,2015.0,1,0,1197.0,82,4.9
4718,2009.0,1,0,1799.0,130,4.25
4719,2014.0,1,0,2494.0,100.6,10.9
4720,2012.0,1,0,1495.0,94,2.45
4721,2013.0,1,0,796.0,47.3,2.5
4722,2010.0,0,0,5461.0,387.3,29.5
4723,2013.0,1,2,1498.0,89.84,5.75
4724,2018.0,1,0,1197.0,81.86,5.0
4725,2014.0,0,0,1598.0,103.6,4.62
4726,2016.0,0,0,1968.0,174.33,23.5
4727,2013.0,1,0,2179.0,140,7.25
4728,2019.0,1,0,1591.0,121.3,11.88
4729,2009.0,1,3,1599.0,103.2,2.25
4730,2003.0,1,2,1597.0,92,0.85
4731,2018.0,1,0,1198.0,67.04,4.0
4732,2016.0,0,0,1198.0,86.8,5.1
4733,2014.0,1,0,2494.0,100.6,12.5
4734,2011.0,1,0,1498.0,108.5,2.9
4735,2016.0,1,0,2179.0,140,15.96
4736,2015.0,0,0,1197.0,82,5.45
4737,2017.0,1,0,2198.0,157.7,23.86
4738,2008.0,1,0,995.0,62,1.75
4739,2017.0,1,0,1248.0,88.5,9.75
4740,2013.0,1,0,1498.0,98.6,4.75
4741,2014.0,1,0,1497.0,117.3,6.25
4742,2014.0,0,2,1998.0,112,22.0
4743,2016.0,0,0,1794.0,138.1,14.14
4744,2005.0,1,0,1086.0,157.75,0.95
4745,2014.0,0,0,1798.0,157.75,11.95
4746,2011.0,1,0,998.0,67.1,2.5
4747,2013.0,1,0,1086.0,68.05,2.75
4748,2019.0,1,0,1199.0,84,5.85
4749,2016.0,1,0,1197.0,83.1,6.25
4750,2014.0,1,0,1598.0,103.2,4.95
4751,2017.0,1,0,1197.0,81.86,4.75
4752,2013.0,1,0,1399.0,68.05,2.55
4753,2011.0,0,2,1799.0,130.3,4.5
4754,2015.0,1,0,796.0,47.3,3.01
4755,2016.0,0,0,1999.0,177,42.0
4756,2010.0,0,0,2698.0,179.5,11.5
4757,2006.0,0,0,2987.0,198.5,10.99
4758,2009.0,0,0,1497.0,118,3.71
4759,2006.0,0,3,2354.0,152,2.0
4760,2018.0,1,0,1248.0,88.5,9.48
4761,2004.0,1,2,998.0,67.1,1.25
4762,2015.0,1,0,1582.0,126.2,10.9
4763,2015.0,1,0,1248.0,88.5,5.5
4764,2016.0,1,0,814.0,55.2,3.71
4765,2014.0,1,0,1373.0,93.7,6.25
4766,2012.0,1,0,1598.0,103.6,4.9
4767,2005.0,1,2,1493.0,100,1.1
4768,2016.0,1,0,1198.0,73.9,4.72
4769,2017.0,1,0,796.0,40.3,3.7
4770,2016.0,0,0,2143.0,136,24.85
4771,2013.0,1,0,2199.0,194.3,12.25
4772,2014.0,1,0,1248.0,74,3.9
4773,2017.0,1,0,1197.0,81.86,6.28
4774,2011.0,1,0,2498.0,112,2.75
4775,2017.0,1,0,1197.0,82,7.85
4776,2011.0,1,0,1598.0,103.6,2.95
4777,2008.0,0,2,2354.0,177.6,4.85
4778,2011.0,0,2,2925.0,281.61,30.0
4779,2016.0,0,0,2143.0,107.3,19.9
4780,2016.0,1,0,1582.0,126.2,10.8
4781,2007.0,1,0,796.0,46.3,1.75
4782,2016.0,0,0,1968.0,143,19.25
4783,2013.0,1,0,1461.0,83.8,5.5
4784,2009.0,1,0,1399.0,68,2.75
4785,2015.0,1,0,1582.0,126.2,13.0
4786,2011.0,1,0,1399.0,68,3.2
4787,2013.0,1,0,1598.0,103.5,5.84
4788,2015.0,0,2,1969.0,150,24.0
4789,2012.0,0,0,1582.0,126.32,6.25
4790,2009.0,0,0,2993.0,258,36.0
4791,2003.0,1,3,1998.0,68,3.0
4792,2010.0,1,0,2982.0,171,11.0
4793,2015.0,1,0,1248.0,88.5,6.5
4794,2018.0,1,0,1248.0,88.5,9.4
4795,2018.0,0,0,1995.0,190,37.92
4796,2013.0,0,0,1598.0,103.6,5.25
4797,2011.0,1,0,1197.0,80,4.5
4798,2009.0,0,0,2993.0,235,18.0
4799,2015.0,1,0,1197.0,82,5.56
4800,2013.0,0,0,2143.0,203,22.0
4801,2011.0,0,0,2179.0,147.51,22.0
4802,2011.0,1,0,1197.0,78.9,2.65
4803,2013.0,1,2,1582.0,126.32,5.85
4804,2012.0,1,0,1968.0,138.1,6.95
4805,2012.0,1,0,2179.0,140,6.5
4806,2004.0,1,3,796.0,35,0.85
4807,2013.0,0,2,1798.0,177.46,7.25
4808,2012.0,1,0,1248.0,74,4.5
4809,2010.0,1,0,2179.0,120,4.25
4810,2016.0,0,0,1991.0,183,26.0
4811,2017.0,1,0,2498.0,105,9.66
4812,2013.0,1,2,1461.0,108.45,6.85
4813,2013.0,0,0,1968.0,167.6,23.68
4814,2013.0,0,2,2179.0,147.51,15.75
4815,2012.0,1,3,1598.0,103.6,3.5
4816,2006.0,0,2,2979.0,306,6.99
4817,2019.0,1,0,1582.0,126.2,15.57
4818,2015.0,1,0,2956.0,83.8,5.29
4819,2016.0,1,0,799.0,53.64,2.25
4820,2009.0,0,0,2993.0,245,20.0
4821,2011.0,0,0,4395.0,450,47.5
4822,2002.0,1,2,1061.0,47,1.22
4823,2012.0,1,0,1198.0,73.9,3.65
4824,2016.0,1,0,1198.0,67,3.1
4825,2016.0,1,0,1591.0,121.3,11.5
4826,2015.0,1,0,998.0,67.1,3.46
4827,2013.0,1,0,2199.0,194.3,8.38
4828,2014.0,1,0,1598.0,103.6,4.8
4829,2014.0,1,2,1498.0,98.6,4.5
4830,2004.0,1,0,1298.0,74,0.8
4831,2014.0,1,0,1248.0,74,3.95
4832,2012.0,1,0,1598.0,103.5,3.65
4833,2005.0,0,0,2987.0,198.5,10.0
4834,2011.0,1,2,2179.0,120,4.0
4835,2012.0,1,0,1461.0,84.8,4.75
4836,2009.0,1,2,1298.0,85.8,3.1
4837,2017.0,1,0,814.0,55.2,3.61
4838,2015.0,1,0,1198.0,86.8,4.29
4839,2011.0,1,0,1198.0,75,2.13
4840,2008.0,1,0,796.0,46.3,1.1
4841,2011.0,0,0,1995.0,190,13.95
4842,2014.0,1,0,1198.0,74,5.35
4843,2014.0,1,0,998.0,67.04,3.9
4844,2014.0,1,0,1197.0,81.8,2.8
4845,2016.0,1,0,1248.0,88.5,8.75
4846,2013.0,0,0,1968.0,147.51,19.5
4847,2013.0,1,0,1198.0,86.8,2.75
4848,2013.0,0,0,2179.0,120,8.0
4849,2014.0,1,0,1498.0,98.6,5.7
4850,2012.0,0,0,1995.0,184,12.5
4851,2011.0,1,2,995.0,62,1.75
4852,2010.0,1,2,1399.0,68,1.9
4853,2015.0,1,0,1197.0,81.8,4.5
4854,2015.0,0,0,2143.0,170,30.3
4855,2014.0,0,0,1968.0,141,16.0
4856,2017.0,0,0,1995.0,190,32.78
4857,2015.0,1,0,1968.0,55.2,2.5
4858,2017.0,0,0,1968.0,187.74,43.0
4859,2017.0,1,0,1196.0,86.8,5.38
4860,2013.0,1,0,998.0,67.1,2.65
4861,2017.0,1,0,796.0,47.3,3.3
4862,2015.0,0,0,2143.0,167.62,34.0
4863,2001.0,1,3,1086.0,68,0.7
4864,2017.0,1,0,1120.0,71,6.83
4865,2016.0,1,0,1498.0,98.6,5.77
4866,2008.0,1,2,1248.0,75,3.1
4867,2017.0,1,0,1199.0,74,4.95
4868,2013.0,0,0,1968.0,174.33,16.25
4869,2012.0,0,0,4367.0,308,52.54
4870,2011.0,1,3,2179.0,140,6.4
4871,2011.0,1,3,2499.0,141,6.95
4872,2008.0,1,0,1396.0,53.5,0.85
4873,2016.0,1,0,1197.0,83.1,6.95
4874,2017.0,1,0,1120.0,71,3.45
4875,2008.0,1,0,1799.0,130,2.75
4876,2015.0,1,2,1197.0,81.83,4.95
4877,2018.0,1,0,1198.0,108.5,9.62
4878,2016.0,1,0,1197.0,85.8,6.79
4879,2014.0,1,0,1197.0,85.8,4.5
4880,2014.0,1,0,998.0,67.04,3.01
4881,2012.0,1,0,1396.0,88.76,4.4
4882,2012.0,0,0,2982.0,168.5,17.49
4883,2014.0,1,0,1197.0,78.9,4.66
4884,2015.0,1,0,1197.0,82,5.5
4885,2016.0,1,0,1197.0,81.83,6.0
4886,2007.0,0,0,1086.0,88.5,2.4
4887,2018.0,1,0,1248.0,88.5,10.19
4888,2016.0,1,0,1498.0,98.6,5.25
4889,2014.0,0,0,2143.0,203.2,45.0
4890,2010.0,1,0,1396.0,90,2.7
4891,2013.0,1,0,1086.0,68.05,3.39
4892,2014.0,1,0,1248.0,74,5.69
4893,2018.0,0,0,2979.0,306,58.54
4894,2017.0,1,0,1248.0,74,8.4
4895,2012.0,1,0,936.0,57.6,2.5
4896,2012.0,1,0,1198.0,86.8,3.25
4897,2014.0,1,2,1399.0,68.05,3.25
4898,2016.0,0,0,998.0,67.04,4.25
4899,2014.0,0,0,2143.0,170,18.5
4900,2007.0,0,0,1086.0,86.8,2.4
4901,2015.0,1,0,1198.0,86.8,4.25
4902,2018.0,0,0,1197.0,83.1,8.85
4903,2014.0,1,0,814.0,55.2,4.14
4904,2011.0,0,0,1798.0,73,12.75
4905,2015.0,1,0,1396.0,90,7.0
4906,2018.0,0,0,3198.0,197,33.0
4907,2017.0,1,0,1497.0,117.3,10.0
4908,2012.0,1,2,1248.0,88.8,3.53
4909,2007.0,1,0,1598.0,102.5,1.35
4910,2013.0,1,0,1598.0,103.6,4.5
4911,2012.0,1,0,1497.0,116.3,4.9
4912,2016.0,1,0,1582.0,126.2,12.26
4913,2014.0,1,2,1120.0,71,3.99
4914,2017.0,0,0,2143.0,170,46.95
4915,2015.0,1,0,1399.0,68,3.8
4916,2013.0,1,2,1896.0,105,6.75
4917,2017.0,1,0,1493.0,100,8.75
4918,2013.0,1,2,1499.0,110,5.2
4919,2017.0,1,0,1591.0,121.3,8.42
4920,2014.0,1,0,998.0,58.16,3.0
4921,2016.0,1,0,1197.0,81.83,5.75
4922,2008.0,0,0,1968.0,140.8,9.75
4923,2015.0,1,0,1198.0,67.04,3.5
4924,2014.0,0,0,2143.0,203.2,30.0
4925,2017.0,0,0,2179.0,147.5,35.0
4926,2018.0,1,0,1591.0,121.3,13.25
4927,2013.0,1,0,1598.0,103.5,3.65
4928,2015.0,1,0,1248.0,74,5.25
4929,2016.0,1,0,1591.0,121.3,9.7
4930,2017.0,1,0,1120.0,70,5.21
4931,2016.0,1,0,1493.0,100,6.3
4932,2014.0,1,0,1120.0,70,4.72
4933,2011.0,0,2,2993.0,245,28.0
4934,2018.0,0,0,1248.0,73.75,8.37
4935,2012.0,1,0,2982.0,168.5,14.0
4936,2015.0,0,0,1968.0,174.33,36.0
4937,2015.0,1,0,1498.0,98.6,6.4
4938,2015.0,0,0,4134.0,335.2,51.69
4939,2014.0,1,0,2179.0,120,8.0
4940,2012.0,1,0,1991.0,147.9,9.8
4941,2012.0,1,0,936.0,57.6,2.7
4942,2014.0,0,0,1968.0,187.74,24.37
4943,2018.0,0,0,1598.0,103.52,9.72
4944,2014.0,1,0,1248.0,74,5.0
4945,2009.0,1,2,2982.0,171,10.5
4946,2012.0,1,2,1248.0,74,3.9
4947,2012.0,1,0,1497.0,118,5.65
4948,2012.0,0,0,2143.0,203.2,29.95
4949,2008.0,1,2,1248.0,75,3.0
4950,2017.0,1,0,1498.0,99,6.0
4951,2009.0,1,0,1197.0,78.9,2.11
4952,2010.0,1,0,796.0,46.3,1.49
4953,2011.0,1,0,796.0,46.3,1.5
4954,2013.0,1,0,1364.0,81.8,4.67
4955,2006.0,1,2,1197.0,81.8,2.85
4956,2017.0,0,0,2143.0,170,33.64
4957,2011.0,1,2,1396.0,52.8,0.91
4958,2014.0,1,2,796.0,47.3,2.42
4959,2005.0,0,0,2771.0,193.1,3.25
4960,2013.0,1,0,1198.0,73.9,2.8
4961,2019.0,0,0,1197.0,81.8,8.3
4962,2010.0,1,3,2179.0,120,5.25
4963,2010.0,1,0,1248.0,75,2.9
4964,2013.0,0,0,1995.0,184,15.0
4965,2012.0,1,2,624.0,37.5,0.53
4966,2014.0,1,0,2494.0,100,12.5
4967,2012.0,1,0,1198.0,86.8,2.75
4968,2018.0,0,0,1199.0,83.83,5.0
4969,2014.0,1,0,2179.0,120,7.09
4970,2011.0,0,0,1995.0,218,19.99
4971,2014.0,1,0,1364.0,87.2,10.75
4972,2016.0,0,0,1497.0,117.3,9.45
4973,2008.0,1,0,1582.0,126.2,2.9
4974,2015.0,1,0,1248.0,74,4.7
4975,2016.0,1,0,1373.0,91.1,7.11
4976,2014.0,1,0,1498.0,89.84,6.25
4977,2011.0,1,0,998.0,67.1,2.2
4978,2019.0,0,0,1199.0,88.76,8.86
4979,2015.0,1,0,2179.0,140,9.3
4980,2017.0,1,0,1493.0,100,7.57
4981,2017.0,1,0,1199.0,88.7,7.9
4982,2018.0,1,0,1298.0,88.2,5.65
4983,2013.0,1,0,1198.0,73.9,3.25
4984,2019.0,1,0,1582.0,126.2,16.27
4985,2011.0,1,0,1199.0,79.4,3.21
4986,2013.0,1,0,1498.0,98.6,3.9
4987,2008.0,0,2,2496.0,157.7,6.5
4988,2016.0,0,0,2993.0,265,48.0
4989,2016.0,0,0,1968.0,143,18.9
4990,2015.0,1,0,1248.0,74,3.6
4991,2015.0,1,0,1248.0,74,5.5
4992,2011.0,1,2,2494.0,102,7.0
4993,2016.0,0,0,1995.0,184,41.75
4994,2007.0,0,0,1995.0,218,10.5
4995,2014.0,1,0,2179.0,140,10.09
4996,2009.0,1,0,1497.0,118,3.0
4997,2014.0,1,0,2200.0,139.01,12.0
4998,2015.0,1,0,1498.0,88,4.91
4999,2010.0,1,0,1198.0,90,2.0
5000,2015.0,1,0,1364.0,67.06,5.3
5001,2014.0,1,0,1461.0,108.5,7.22
5002,2017.0,0,0,1995.0,190,32.57
5003,2010.0,1,0,1197.0,80,2.75
5004,2018.0,1,0,1196.0,73,4.33
5005,2011.0,1,0,1399.0,68,3.75
5006,2014.0,0,0,1497.0,118,5.91
5007,2013.0,1,0,1248.0,74,4.35
5008,2014.0,1,0,1120.0,70,3.25
5009,2017.0,0,0,2967.0,245,68.0
5010,2016.0,1,0,1198.0,74,5.5
5011,2018.0,0,0,1497.0,117.3,12.08
5012,2018.0,1,0,1248.0,74,7.48
5013,2016.0,1,0,1120.0,70,5.5
5014,2011.0,1,0,1248.0,73.9,3.5
5015,2006.0,1,0,2179.0,115,1.6
5016,2013.0,0,0,2179.0,115,15.5
5017,2013.0,1,0,2982.0,171,19.0
5018,2017.0,1,0,1498.0,98.6,8.4
5019,2016.0,1,0,1248.0,88.5,7.25
5020,2014.0,1,0,1248.0,74,4.25
5021,2015.0,0,2,1498.0,103.52,5.7
5022,2013.0,0,2,2179.0,115,26.0
5023,2013.0,1,0,796.0,47.3,2.49
5024,2011.0,1,2,1198.0,73.9,3.0
5025,2015.0,1,0,1498.0,98.6,5.95
5026,2013.0,1,0,1248.0,74,2.69
5027,2014.0,0,0,1968.0,174.33,26.0
5028,2015.0,1,0,1497.0,117.3,5.5
5029,2016.0,1,0,1196.0,86.8,4.85
5030,2018.0,1,0,1248.0,88.5,8.39
5031,2015.0,1,0,1461.0,108.45,7.99
5032,2016.0,1,0,1396.0,88.73,6.95
5033,2010.0,1,0,1390.0,75,1.5
5034,2006.0,1,0,1497.0,78,1.55
5035,2010.0,1,2,1196.0,70,2.75
5036,2014.0,1,0,1598.0,102.53,4.25
5037,2015.0,1,0,1197.0,78.9,2.85
5038,2019.0,0,0,1999.0,148.31,56.14
5039,2009.0,0,2,1984.0,208,10.0
5040,2003.0,1,2,1298.0,83.1,1.25
5041,2017.0,1,0,1248.0,74,7.5
5042,2015.0,0,0,1968.0,174.33,25.81
5043,2014.0,1,0,1198.0,74,4.3
5044,2010.0,1,2,2982.0,171,11.0
5045,2010.0,1,2,2982.0,171,11.75
5046,2012.0,1,0,2354.0,177.6,6.58
5047,2012.0,1,0,1248.0,74,4.8
5048,2008.0,1,2,1198.0,70,1.65
5049,2017.0,1,0,1956.0,170,15.0
5050,2014.0,1,2,624.0,37.5,1.0
5051,2007.0,1,0,1596.0,101,1.65
5052,2015.0,1,0,793.0,47,3.6
5053,2011.0,1,0,2982.0,171,11.5
5054,2015.0,1,0,793.0,47,3.6
5055,2015.0,1,0,814.0,55.2,3.05
5056,2011.0,1,2,1498.0,90,6.0
5057,2016.0,1,0,1198.0,74,3.75
5058,2016.0,1,0,1199.0,74,6.17
5059,2017.0,1,0,1248.0,88.5,9.05
5060,2013.0,1,0,1198.0,86.8,4.05
5061,2013.0,1,0,1298.0,85.8,4.25
5062,2018.0,1,0,998.0,67.04,3.75
5063,2016.0,0,0,1591.0,121.3,11.85
5064,2016.0,1,0,1498.0,89.84,8.24
5065,2016.0,1,0,1248.0,141.1,5.99
5066,2008.0,1,2,1997.0,141.1,6.5
5067,2019.0,0,0,2179.0,187.7,58.91
5068,2014.0,1,0,2179.0,140,8.0
5069,2015.0,1,0,1198.0,74,4.64
5070,2010.0,0,0,1197.0,80,3.32
5071,2012.0,1,2,1197.0,78.9,2.78
5072,2016.0,0,0,1998.0,163.7,8.95
5073,2013.0,0,0,1991.0,181.03,21.95
5074,2013.0,1,0,2359.0,134,7.9
5075,2007.0,0,0,1796.0,186,29.0
5076,2013.0,1,0,1199.0,73.9,3.25
5077,2014.0,1,0,1497.0,117.3,5.9
5078,2017.0,1,0,1248.0,88.5,9.88
5079,2019.0,1,0,1197.0,81.86,8.78
5080,2011.0,1,2,2179.0,138.1,2.75
5081,2014.0,1,0,1461.0,84.8,5.98
5082,2011.0,0,0,2497.0,215,31.0
5083,2011.0,1,2,1798.0,138,3.55
5084,2015.0,1,0,1582.0,126.32,6.24
5085,2009.0,1,0,1248.0,73.9,2.19
5086,2013.0,1,0,1248.0,73.75,5.5
5087,2014.0,1,0,998.0,67.1,2.1
5088,2011.0,0,0,5000.0,503,50.66
5089,2012.0,0,0,2143.0,170,14.0
5090,2013.0,1,0,1582.0,126.2,5.5
5091,2007.0,1,3,1598.0,102,1.2
5092,2014.0,1,0,1197.0,81.8,5.3
5093,2015.0,1,0,1582.0,126.2,6.3
5094,2017.0,0,0,2143.0,168,40.47
5095,2013.0,1,0,2982.0,168.5,16.1
5096,2014.0,0,0,1968.0,167.6,25.0
5097,2008.0,0,2,1995.0,170,7.95
5098,2016.0,1,0,796.0,47.3,2.65
5099,2012.0,1,0,998.0,67.1,2.81
5100,2012.0,0,0,1798.0,167.62,17.5
5101,2012.0,1,0,1197.0,85,3.3
5102,2019.0,1,0,998.0,67.04,5.34
5103,2016.0,1,0,1498.0,103.52,8.5
5104,2010.0,1,2,1198.0,90,2.69
5105,2015.0,1,0,2179.0,140,11.5
5106,2011.0,1,0,1197.0,85.8,4.06
5107,2016.0,0,0,2143.0,201.15,49.0
5108,2012.0,1,0,1598.0,103.5,4.6
5109,2015.0,1,0,1120.0,70,3.96
5110,2015.0,1,0,1197.0,81.86,5.6
5111,2017.0,1,0,1248.0,74,3.75
5112,2015.0,1,0,1396.0,88.73,5.5
5113,2012.0,1,2,1598.0,103.5,3.0
5114,2011.0,1,0,1368.0,90,3.0
5115,2010.0,1,0,1298.0,88.2,2.95
5116,2015.0,1,0,1396.0,69,2.45
5117,2012.0,0,0,2143.0,170,13.99
5118,2016.0,0,0,2987.0,254.79,60.75
5119,2008.0,1,2,1086.0,116.3,1.17
5120,2012.0,1,2,1497.0,116.3,4.5
5121,2010.0,1,2,1197.0,80,2.5
5122,2015.0,1,0,2982.0,168.5,20.5
5123,2014.0,1,0,1197.0,82,3.9
5124,2009.0,1,2,1896.0,105,3.5
5125,2016.0,0,0,1499.0,110.4,8.3
5126,2012.0,1,0,814.0,55.2,2.5
5127,2011.0,0,0,1198.0,75.94,2.65
5128,2016.0,0,0,1199.0,88.7,7.42
5129,2016.0,1,0,1198.0,74,4.63
5130,2008.0,1,0,796.0,46.3,1.09
5131,2011.0,1,0,1582.0,126.32,3.8
5132,2013.0,0,0,2148.0,170,15.75
5133,2015.0,1,0,1193.0,88.7,5.27
5134,2012.0,1,2,1198.0,86.8,2.75
5135,2016.0,1,0,1498.0,98.6,7.4
5136,2017.0,0,0,998.0,67.1,3.9
5137,2000.0,1,2,993.0,60,0.7
5138,2015.0,1,0,1396.0,88.73,5.9
5139,2016.0,1,0,1598.0,118,9.58
5140,2014.0,0,0,2143.0,203,24.95
5141,2015.0,1,0,1399.0,98.82,4.29
5142,2011.0,0,2,2143.0,203,11.5
5143,2016.0,1,0,2179.0,140,9.65
5144,2015.0,1,0,1197.0,78.9,3.75
5145,2007.0,1,2,2967.0,82.9,1.1
5146,2014.0,0,0,2967.0,241.4,31.41
5147,2012.0,1,3,2179.0,120,6.0
5148,2016.0,1,0,1199.0,88.7,5.55
5149,2017.0,1,0,2179.0,138.1,10.91
5150,2014.0,1,0,2179.0,140,7.25
5151,2012.0,1,0,1199.0,73.9,3.9
5152,2012.0,1,0,1248.0,73.9,3.95
5153,2013.0,0,0,1968.0,174.33,22.0
5154,2014.0,1,0,998.0,67.04,3.38
5155,2011.0,1,0,1497.0,116.3,3.45
5156,2016.0,1,0,1197.0,81.83,5.75
5157,2016.0,1,0,799.0,53.3,2.75
5158,2019.0,0,0,2143.0,136,30.3
5159,2014.0,1,0,1498.0,89.84,7.5
5160,2015.0,1,0,1197.0,81.83,6.87
5161,2015.0,1,0,2494.0,100.6,15.2
5162,2012.0,1,0,1461.0,84.8,3.5
5163,2014.0,1,0,1248.0,74,5.85
5164,2010.0,1,0,998.0,66.1,2.5
5165,2013.0,1,0,1197.0,85.8,3.95
5166,2017.0,0,0,2143.0,136,27.0
5167,2014.0,1,2,1373.0,93.7,6.75
5168,2007.0,1,2,998.0,67.1,1.5
5169,2012.0,1,0,1199.0,73.9,3.9
5170,2014.0,1,0,1498.0,89.84,6.55
5171,2017.0,1,0,1498.0,98.6,9.44
5172,2015.0,1,0,1798.0,138.03,10.77
5173,2014.0,1,0,2179.0,140,7.5
5174,2016.0,1,0,796.0,47.3,3.0
5175,2010.0,0,0,2993.0,265,11.75
5176,2016.0,1,0,814.0,55.2,3.29
5177,2016.0,1,0,1248.0,74,6.5
5178,2015.0,1,0,998.0,58.33,3.8
5179,2011.0,0,0,1968.0,147.51,18.0
5180,2009.0,0,2,1798.0,157.75,4.95
5181,2015.0,1,0,1193.0,88.7,4.52
5182,2014.0,1,0,2149.0,139.07,8.0
5183,2013.0,1,0,1497.0,117.3,6.26
5184,2016.0,1,0,1498.0,97.7,7.5
5185,2012.0,1,0,1598.0,121.3,3.65
5186,2011.0,0,0,1598.0,121.3,3.35
5187,2014.0,0,0,1591.0,121.3,5.5
5188,2012.0,0,0,1582.0,126.2,5.25
5189,2012.0,0,0,1968.0,140,16.25
5190,2009.0,1,0,1586.0,103.3,2.7
5191,2019.0,0,0,2198.0,158,32.9
5192,2008.0,1,0,1197.0,83.11,3.41
5193,2014.0,1,0,1120.0,70,4.15
5194,2014.0,1,2,1498.0,88.8,5.9
5195,2012.0,0,0,2496.0,157.7,11.5
5196,2015.0,1,0,1197.0,81.83,4.75
5197,2015.0,0,0,998.0,67.1,3.5
5198,2014.0,1,0,1248.0,88.76,7.25
5199,2016.0,0,0,998.0,67.04,4.35
5200,2018.0,0,2,999.0,67,4.99
5201,2013.0,1,0,2179.0,120,7.65
5202,2011.0,1,0,2494.0,102,9.0
5203,2017.0,1,0,1199.0,73.9,6.9
5204,2011.0,1,0,1399.0,68,2.9
5205,2014.0,1,0,1461.0,83.8,5.75
5206,2014.0,1,0,2200.0,139.01,8.0
5207,2017.0,0,0,999.0,67,4.41
5208,2013.0,1,0,1498.0,103.52,4.95
5209,2016.0,0,0,2179.0,140,14.4
5210,2012.0,1,0,1399.0,68.05,2.95
5211,2017.0,1,0,2523.0,62.1,8.14
5212,2016.0,1,0,1498.0,108.5,8.45
5213,2015.0,1,0,2494.0,100,12.5
