,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage (kmpl),Engine (CC),Power (bhp),Seats,Price
4987,1267,9,2008.0,77000.0,4,0,2,10.0,2496.0,157.7,5.0,6.5
4988,115,5,2016.0,27000.0,1,0,0,18.6,2993.0,265,5.0,48.0
4989,3,9,2016.0,39000.0,1,0,0,20.4,1968.0,143,5.0,18.9
4990,1135,10,2015.0,131000.0,1,1,0,26.6,1248.0,74,5.0,3.6
4991,1135,8,2015.0,43000.0,1,1,0,26.6,1248.0,74,5.0,5.5
4992,1759,10,2011.0,68000.0,1,1,2,12.8,2494.0,102,7.0,7.0
4993,141,1,2016.0,45165.0,1,0,0,16.1,1995.0,184,5.0,41.75
4994,97,5,2007.0,120000.0,1,0,0,16.7,1995.0,218,5.0,10.5
4995,924,3,2014.0,86091.0,1,1,0,15.1,2179.0,140,7.0,10.09
4996,419,4,2009.0,71499.0,1,1,0,17.0,1497.0,118,5.0,3.0
4997,230,2,2014.0,50000.0,1,1,0,17.0,2200.0,139.01,7.0,12.0
4998,1820,6,2015.0,66000.0,1,1,0,20.1,1498.0,88,5.0,4.91
4999,484,8,2010.0,45000.0,4,1,0,16.0,1198.0,90,5.0,2.0
5000,1720,5,2015.0,69189.0,1,1,0,23.6,1364.0,67.06,5.0,5.3
5001,1411,9,2014.0,40206.0,1,1,0,19.0,1461.0,108.5,5.0,7.22
5002,140,7,2017.0,36723.0,1,0,0,18.6,1995.0,190,5.0,32.57
5003,714,9,2010.0,57500.0,4,1,0,18.5,1197.0,80,5.0,2.75
5004,1049,7,2018.0,43912.0,0,1,0,15.1,1196.0,73,5.0,4.33
5005,302,5,2011.0,52000.0,1,1,0,17.8,1399.0,68,5.0,3.75
5006,420,7,2014.0,60952.0,4,0,0,16.8,1497.0,118,5.0,5.91
5007,1160,2,2013.0,87192.0,1,1,0,25.2,1248.0,74,5.0,4.35
5008,570,4,2014.0,58000.0,1,1,0,24.0,1120.0,70,5.0,3.25
5009,66,10,2017.0,59500.0,1,0,0,14.8,2967.0,245,7.0,68.0
5010,1789,9,2016.0,16650.0,4,1,0,17.0,1198.0,74,5.0,5.5
5011,446,7,2018.0,34696.0,4,0,0,18.0,1497.0,117.3,5.0,12.08
5012,978,7,2018.0,42243.0,1,1,0,27.4,1248.0,74,5.0,7.48
5013,571,6,2016.0,57824.0,1,1,0,24.0,1120.0,70,5.0,5.5
5014,1137,6,2011.0,110000.0,1,1,0,19.3,1248.0,73.9,5.0,3.5
5015,1120,4,2006.0,63000.0,4,1,0,16.1,2179.0,115,5.0,1.6
5016,808,4,2013.0,72000.0,1,0,0,11.5,2179.0,115,5.0,15.5
5017,1731,5,2013.0,63455.0,1,1,0,11.5,2982.0,171,7.0,19.0
5018,489,5,2017.0,17151.0,1,1,0,27.3,1498.0,98.6,5.0,8.4
5019,1179,10,2016.0,31001.0,1,1,0,24.3,1248.0,88.5,5.0,7.25
5020,1135,8,2014.0,42109.0,1,1,0,23.4,1248.0,74,5.0,4.25
5021,1511,4,2015.0,55000.0,1,0,2,21.7,1498.0,103.52,5.0,5.7
5022,810,5,2013.0,46000.0,1,0,2,22.7,2179.0,115,5.0,26.0
5023,956,5,2013.0,30852.0,4,1,0,22.7,796.0,47.3,5.0,2.49
5024,1832,10,2011.0,65000.0,4,1,2,16.5,1198.0,73.9,5.0,3.0
5025,436,4,2015.0,65000.0,1,1,0,26.0,1498.0,98.6,5.0,5.95
5026,1129,4,2013.0,72000.0,1,1,0,23.4,1248.0,74,5.0,2.69
5027,9,1,2014.0,29000.0,1,0,0,17.1,1968.0,174.33,5.0,26.0
5028,451,8,2015.0,32000.0,4,1,0,17.8,1497.0,117.3,5.0,5.5
5029,316,2,2016.0,29875.0,4,1,0,18.2,1196.0,86.8,5.0,4.85
5030,1178,7,2018.0,32539.0,1,1,0,24.3,1248.0,88.5,5.0,8.39
5031,1432,5,2015.0,83090.0,1,1,0,19.0,1461.0,108.45,5.0,7.99
5032,742,5,2016.0,62679.0,1,1,0,21.2,1396.0,88.73,5.0,6.95
5033,853,9,2010.0,93000.0,4,1,0,15.7,1390.0,75,5.0,1.5
5034,433,9,2006.0,44000.0,4,1,0,17.7,1497.0,78,5.0,1.55
5035,331,1,2010.0,71300.0,4,1,2,15.6,1196.0,70,5.0,2.75
5036,1447,9,2014.0,71300.0,4,1,0,13.1,1598.0,102.53,5.0,4.25
5037,706,8,2015.0,18000.0,4,1,0,20.4,1197.0,78.9,5.0,2.85
5038,803,3,2019.0,24013.0,1,0,0,12.8,1999.0,148.31,7.0,56.14
5039,52,0,2009.0,99100.0,4,0,2,9.7,1984.0,208,5.0,10.0
5040,1177,9,2003.0,62000.0,4,1,2,11.3,1298.0,83.1,8.0,1.25
5041,1143,8,2017.0,14000.0,1,1,0,26.6,1248.0,74,5.0,7.5
5042,12,3,2015.0,44811.0,1,0,0,17.1,1968.0,174.33,5.0,25.81
5043,1816,0,2014.0,44000.0,4,1,0,16.5,1198.0,74,5.0,4.3
5044,1731,2,2010.0,136000.0,1,1,2,11.5,2982.0,171,7.0,11.0
5045,1731,6,2010.0,144113.0,1,1,2,11.5,2982.0,171,7.0,11.75
5046,352,3,2012.0,94989.0,4,1,0,12.8,2354.0,177.6,5.0,6.58
5047,1173,2,2012.0,58133.0,1,1,0,22.9,1248.0,74,5.0,4.8
5048,1471,10,2008.0,61000.0,4,1,2,17.5,1198.0,70,5.0,1.65
5049,794,8,2017.0,27000.0,1,1,0,17.1,1956.0,170,5.0,15.0
5050,1623,0,2014.0,18050.0,4,1,2,25.4,624.0,37.5,4.0,1.0
5051,294,5,2007.0,145277.0,4,1,0,15.3,1596.0,101,5.0,1.65
5052,1008,0,2015.0,42000.0,1,1,0,27.6,793.0,47,5.0,3.6
5053,1731,4,2011.0,86000.0,1,1,0,11.5,2982.0,171,7.0,11.5
5054,1008,0,2015.0,42150.0,1,1,0,27.6,793.0,47,5.0,3.6
5055,529,10,2015.0,30158.0,4,1,0,21.1,814.0,55.2,5.0,3.05
5056,301,1,2011.0,47000.0,1,1,2,23.5,1498.0,90,5.0,6.0
5057,1816,0,2016.0,39000.0,4,1,0,16.5,1198.0,74,5.0,3.75
5058,1816,3,2016.0,32125.0,4,1,0,16.2,1199.0,74,5.0,6.17
5059,1182,3,2017.0,58829.0,1,1,0,24.3,1248.0,88.5,5.0,9.05
5060,391,3,2013.0,67559.0,4,1,0,19.4,1198.0,86.8,5.0,4.05
5061,1140,10,2013.0,55000.0,4,1,0,17.5,1298.0,85.8,5.0,4.25
5062,1002,8,2018.0,30000.0,4,1,0,23.1,998.0,67.04,5.0,3.75
5063,520,9,2016.0,28000.0,4,0,0,13.0,1591.0,121.3,5.0,11.85
5064,257,7,2016.0,31826.0,1,1,0,22.7,1498.0,89.84,5.0,8.24
5065,1161,5,2016.0,64000.0,1,1,0,17.8,1248.0,141.1,5.0,5.99
5066,408,6,2008.0,100009.0,4,1,2,13.1,1997.0,141.1,5.0,6.5
5067,801,3,2019.0,17201.0,1,0,0,12.5,2179.0,187.7,7.0,58.91
5068,924,4,2014.0,74345.0,1,1,0,15.1,2179.0,140,7.0,8.0
5069,1817,7,2015.0,58134.0,4,1,0,16.5,1198.0,74,5.0,4.64
5070,700,7,2010.0,30566.0,4,0,0,19.2,1197.0,80,5.0,3.32
5071,698,2,2012.0,55231.0,4,1,2,20.4,1197.0,78.9,5.0,2.78
5072,176,7,2016.0,67774.0,1,0,0,14.8,1998.0,163.7,5.0,8.95
5073,1271,9,2013.0,50319.0,4,0,0,12.0,1991.0,181.03,5.0,21.95
5074,609,0,2013.0,45000.0,4,1,0,11.7,2359.0,134,5.0,7.9
5075,1316,8,2007.0,43627.0,4,0,0,11.7,1796.0,186,5.0,29.0
5076,1825,8,2013.0,45000.0,1,1,0,22.1,1199.0,73.9,5.0,3.25
5077,449,9,2014.0,10500.0,4,1,0,17.4,1497.0,117.3,5.0,5.9
5078,1182,3,2017.0,21789.0,1,1,0,24.3,1248.0,88.5,5.0,9.88
5079,542,3,2019.0,21134.0,4,1,0,18.6,1197.0,81.86,5.0,8.78
5080,1632,8,2011.0,90000.0,1,1,2,13.9,2179.0,138.1,7.0,2.75
5081,1388,7,2014.0,51553.0,1,1,0,21.6,1461.0,84.8,5.0,5.98
5082,89,4,2011.0,31000.0,4,0,0,10.9,2497.0,215,5.0,31.0
5083,1676,4,2011.0,67422.0,4,1,2,14.5,1798.0,138,5.0,3.55
5084,633,7,2015.0,60519.0,1,1,0,22.3,1582.0,126.32,5.0,6.24
5085,1137,8,2009.0,34000.0,1,1,0,19.3,1248.0,73.9,5.0,2.19
5086,1045,5,2013.0,68434.0,1,1,0,28.4,1248.0,73.75,5.0,5.5
5087,965,10,2014.0,17000.0,4,1,0,24.1,998.0,67.1,5.0,2.1
5088,787,3,2011.0,43686.0,4,0,0,10.5,5000.0,503,4.0,50.66
5089,1307,8,2012.0,22000.0,1,0,0,14.8,2143.0,170,5.0,14.0
5090,650,9,2013.0,79225.0,1,1,0,22.0,1582.0,126.2,5.0,5.5
5091,162,10,2007.0,63000.0,4,1,3,14.2,1598.0,102,5.0,1.2
5092,1168,5,2014.0,61922.0,4,1,0,20.4,1197.0,81.8,5.0,5.3
5093,630,2,2015.0,85000.0,1,1,0,23.9,1582.0,126.2,5.0,6.3
5094,1291,7,2017.0,26192.0,1,0,0,17.9,2143.0,168,5.0,40.47
5095,1736,4,2013.0,65000.0,1,1,0,13.0,2982.0,168.5,7.0,16.1
5096,51,4,2014.0,44999.0,1,0,0,12.8,1968.0,167.6,5.0,25.0
5097,76,9,2008.0,81308.0,1,0,2,13.2,1995.0,170,5.0,7.95
5098,952,4,2016.0,35000.0,4,1,0,24.7,796.0,47.3,5.0,2.65
5099,960,3,2012.0,65349.0,4,1,0,20.9,998.0,67.1,5.0,2.81
5100,6,5,2012.0,80000.0,4,0,0,15.6,1798.0,167.62,5.0,17.5
5101,1170,9,2012.0,61000.0,4,1,0,16.1,1197.0,85,5.0,3.3
5102,1207,7,2019.0,31817.0,4,1,0,22.5,998.0,67.04,5.0,5.34
5103,1515,5,2016.0,41000.0,1,1,0,21.1,1498.0,103.52,5.0,8.5
5104,484,7,2010.0,82606.0,4,1,2,16.0,1198.0,90,5.0,2.69
5105,917,0,2015.0,52000.0,1,1,0,16.0,2179.0,140,7.0,11.5
5106,1095,3,2011.0,50318.0,4,1,0,18.5,1197.0,85.8,5.0,4.06
5107,1293,5,2016.0,50000.0,1,0,0,17.9,2143.0,201.15,5.0,49.0
5108,1534,1,2012.0,72000.0,1,1,0,20.5,1598.0,103.5,5.0,4.6
5109,569,4,2015.0,63776.0,1,1,0,24.0,1120.0,70,5.0,3.96
5110,544,9,2015.0,28133.0,4,1,0,18.6,1197.0,81.86,5.0,5.6
5111,1662,8,2017.0,45000.0,1,1,0,23.0,1248.0,74,5.0,3.75
5112,760,6,2015.0,55697.0,1,1,0,22.5,1396.0,88.73,5.0,5.5
5113,1535,4,2012.0,62000.0,1,1,2,20.5,1598.0,103.5,5.0,3.0
5114,219,9,2011.0,48000.0,4,1,0,16.0,1368.0,90,5.0,3.0
5115,1167,10,2010.0,90246.0,4,1,0,16.1,1298.0,88.2,5.0,2.95
5116,1568,5,2015.0,80500.0,1,1,0,25.0,1396.0,69,5.0,2.45
5117,1322,10,2012.0,119000.0,1,0,0,14.8,2143.0,170,5.0,13.99
5118,1294,1,2016.0,28541.0,1,0,0,11.6,2987.0,254.79,5.0,60.75
5119,608,8,2008.0,45500.0,4,1,2,16.8,1086.0,116.3,5.0,1.17
5120,429,2,2012.0,41000.0,4,1,2,16.8,1497.0,116.3,5.0,4.5
5121,758,9,2010.0,58000.0,4,1,2,18.5,1197.0,80,5.0,2.5
5122,1736,2,2015.0,99000.0,1,1,0,13.0,2982.0,168.5,7.0,20.5
5123,574,4,2014.0,31200.0,4,1,0,18.9,1197.0,82,5.0,3.9
5124,1801,2,2009.0,85000.0,1,1,2,15.0,1896.0,105,5.0,3.5
5125,249,5,2016.0,60924.0,4,0,0,15.6,1499.0,110.4,5.0,8.3
5126,532,2,2012.0,45000.0,4,1,0,21.1,814.0,55.2,5.0,2.5
5127,1385,8,2011.0,44000.0,4,0,0,19.2,1198.0,75.94,5.0,2.65
5128,474,7,2016.0,30534.0,4,0,0,19.0,1199.0,88.7,5.0,7.42
5129,1819,7,2016.0,46399.0,4,1,0,16.5,1198.0,74,5.0,4.63
5130,970,8,2008.0,42000.0,4,1,0,19.7,796.0,46.3,5.0,1.09
5131,633,4,2011.0,67000.0,1,1,0,22.3,1582.0,126.32,5.0,3.8
5132,1251,9,2013.0,58000.0,1,0,0,10.0,2148.0,170,5.0,15.75
5133,1665,3,2015.0,27000.0,4,1,0,17.6,1193.0,88.7,5.0,5.27
5134,393,9,2012.0,39566.0,4,1,2,18.4,1198.0,86.8,5.0,2.75
5135,489,2,2016.0,14980.0,1,1,0,27.3,1498.0,98.6,5.0,7.4
5136,966,6,2017.0,18491.0,4,0,0,24.1,998.0,67.1,5.0,3.9
5137,1234,6,2000.0,90000.0,4,1,2,17.3,993.0,60,5.0,0.7
5138,765,10,2015.0,118211.0,1,1,0,22.5,1396.0,88.73,5.0,5.9
5139,1108,3,2016.0,63316.0,1,1,0,22.7,1598.0,118,5.0,9.58
5140,1257,4,2014.0,42000.0,1,0,0,14.2,2143.0,203,5.0,24.95
5141,180,7,2015.0,25648.0,4,1,0,13.7,1399.0,98.82,7.0,4.29
5142,1255,4,2011.0,67612.0,1,0,2,14.2,2143.0,203,5.0,11.5
5143,919,9,2016.0,33000.0,1,1,0,16.0,2179.0,140,7.0,9.65
5144,704,9,2015.0,20000.0,4,1,0,20.4,1197.0,78.9,5.0,3.75
5145,547,10,2007.0,143000.0,4,1,2,14.2,2967.0,82.9,5.0,1.1
5146,60,3,2014.0,118218.0,1,0,0,12.1,2967.0,241.4,7.0,31.41
5147,887,10,2012.0,99000.0,1,1,3,12.1,2179.0,120,8.0,6.0
5148,472,10,2016.0,22700.0,4,1,0,18.7,1199.0,88.7,5.0,5.55
5149,1637,6,2017.0,28000.0,1,1,0,14.0,2179.0,138.1,7.0,10.91
5150,921,8,2014.0,62000.0,1,1,0,15.1,2179.0,140,7.0,7.25
5151,1823,5,2012.0,107023.0,1,1,0,22.1,1199.0,73.9,5.0,3.9
5152,1144,4,2012.0,71082.0,1,1,0,19.3,1248.0,73.9,5.0,3.95
5153,40,9,2013.0,60000.0,1,0,0,15.7,1968.0,174.33,5.0,22.0
5154,1009,4,2014.0,21701.0,4,1,0,23.1,998.0,67.04,5.0,3.38
5155,430,9,2011.0,56000.0,4,1,0,16.8,1497.0,116.3,5.0,3.45
5156,718,4,2016.0,32450.0,4,1,0,18.6,1197.0,81.83,5.0,5.75
5157,1459,6,2016.0,12500.0,4,1,0,25.2,799.0,53.3,5.0,2.75
5158,1242,7,2019.0,20483.0,1,0,0,17.9,2143.0,136,5.0,30.3
5159,257,5,2014.0,45800.0,1,1,0,22.7,1498.0,89.84,5.0,7.5
5160,750,3,2015.0,35441.0,4,1,0,18.6,1197.0,81.83,5.0,6.87
5161,1767,1,2015.0,86398.0,1,1,0,13.0,2494.0,100.6,7.0,15.2
5162,1388,2,2012.0,150000.0,1,1,0,21.6,1461.0,84.8,5.0,3.5
5163,1160,5,2014.0,89000.0,1,1,0,25.2,1248.0,74,5.0,5.85
5164,950,5,2010.0,68375.0,4,1,0,19.0,998.0,66.1,5.0,2.5
5165,1174,10,2013.0,52000.0,4,1,0,18.6,1197.0,85.8,5.0,3.95
5166,1242,6,2017.0,39000.0,1,0,0,17.9,2143.0,136,5.0,27.0
5167,1066,1,2014.0,68000.0,4,1,2,16.0,1373.0,93.7,7.0,6.75
5168,1196,6,2007.0,71000.0,4,1,2,18.9,998.0,67.1,5.0,1.5
5169,1825,5,2012.0,72003.0,1,1,0,22.1,1199.0,73.9,5.0,3.9
5170,258,5,2014.0,135670.0,1,1,0,22.7,1498.0,89.84,5.0,6.55
5171,438,7,2017.0,65850.0,1,1,0,25.1,1498.0,98.6,5.0,9.44
5172,1681,3,2015.0,53920.0,4,1,0,14.3,1798.0,138.03,5.0,10.77
5173,924,0,2014.0,58000.0,1,1,0,15.1,2179.0,140,7.0,7.5
5174,954,8,2016.0,4000.0,4,1,0,24.7,796.0,47.3,5.0,3.0
5175,115,2,2010.0,58000.0,1,0,0,18.6,2993.0,265,5.0,11.75
5176,526,7,2016.0,29832.0,4,1,0,21.1,814.0,55.2,5.0,3.29
5177,1135,2,2016.0,71156.0,1,1,0,26.6,1248.0,74,5.0,6.5
5178,999,4,2015.0,64687.0,0,1,0,31.8,998.0,58.33,5.0,3.8
5179,7,5,2011.0,54000.0,1,0,0,16.6,1968.0,147.51,5.0,18.0
5180,1548,1,2009.0,75000.0,4,0,2,13.7,1798.0,157.75,5.0,4.95
5181,1667,7,2015.0,39208.0,4,1,0,17.6,1193.0,88.7,5.0,4.52
5182,231,8,2014.0,41000.0,1,1,0,17.0,2149.0,139.07,7.0,8.0
5183,460,3,2013.0,38622.0,4,1,0,17.4,1497.0,117.3,5.0,6.26
5184,1392,2,2016.0,18000.0,4,1,0,17.0,1498.0,97.7,5.0,7.5
5185,1118,4,2012.0,52000.0,4,1,0,16.1,1598.0,121.3,5.0,3.65
5186,1856,9,2011.0,45000.0,4,0,0,14.4,1598.0,121.3,5.0,3.35
5187,639,9,2014.0,48656.0,4,0,0,15.7,1591.0,121.3,5.0,5.5
5188,648,1,2012.0,79000.0,1,0,0,22.0,1582.0,126.2,5.0,5.25
5189,11,1,2012.0,88000.0,1,0,0,16.6,1968.0,140,5.0,16.25
5190,1111,4,2009.0,92000.0,4,1,0,15.5,1586.0,103.3,5.0,2.7
5191,264,2,2019.0,9000.0,1,0,0,12.6,2198.0,158,7.0,32.9
5192,1152,3,2008.0,50121.0,4,1,0,20.4,1197.0,83.11,5.0,3.41
5193,569,5,2014.0,79000.0,1,1,0,24.0,1120.0,70,5.0,4.15
5194,1821,5,2014.0,46000.0,1,1,2,20.1,1498.0,88.8,5.0,5.9
5195,1266,10,2012.0,100000.0,4,0,0,10.0,2496.0,157.7,5.0,11.5
5196,750,8,2015.0,41000.0,4,1,0,18.6,1197.0,81.83,5.0,4.75
5197,966,2,2015.0,25000.0,4,0,0,24.1,998.0,67.1,5.0,3.5
5198,1059,10,2014.0,71899.0,1,1,0,20.8,1248.0,88.76,7.0,7.25
5199,1005,9,2016.0,7100.0,4,0,0,23.1,998.0,67.04,5.0,4.35
5200,1456,3,2018.0,38171.0,4,0,2,22.5,999.0,67,5.0,4.99
5201,887,1,2013.0,70359.0,1,1,0,12.1,2179.0,120,8.0,7.65
5202,1753,2,2011.0,200000.0,1,1,0,12.8,2494.0,102,7.0,9.0
5203,1824,2,2017.0,26969.0,1,1,0,22.1,1199.0,73.9,5.0,6.9
5204,330,2,2011.0,56500.0,1,1,0,20.0,1399.0,68,5.0,2.9
5205,1406,8,2014.0,40000.0,1,1,0,20.5,1461.0,83.8,5.0,5.75
5206,230,8,2014.0,41000.0,1,1,0,17.0,2200.0,139.01,7.0,8.0
5207,1454,7,2017.0,53105.0,4,0,0,22.5,999.0,67,5.0,4.41
5208,1517,9,2013.0,23000.0,1,1,0,21.1,1498.0,103.52,5.0,4.95
5209,914,5,2016.0,80999.0,1,0,0,16.0,2179.0,140,7.0,14.4
5210,329,2,2012.0,82000.0,1,1,0,20.0,1399.0,68.05,5.0,2.95
5211,833,3,2017.0,68557.0,1,1,0,16.0,2523.0,62.1,7.0,8.14
5212,1840,5,2016.0,34000.0,1,1,0,20.6,1498.0,108.5,5.0,8.45
5213,1764,10,2015.0,77000.0,1,1,0,13.0,2494.0,100,8.0,12.5
5214,924,9,2012.0,48000.0,1,1,0,15.1,2179.0,140,7.0,6.5
5215,261,3,2015.0,28232.0,4,1,2,15.8,1499.0,110,5.0,7.72
5216,1806,2,2011.0,110000.0,1,0,0,17.0,1968.0,138.1,5.0,8.0
5217,1631,2,2009.0,120000.0,1,1,2,13.9,2179.0,138,7.0,3.0
5218,90,9,2013.0,49000.0,1,0,0,8.2,2993.0,245,4.0,29.0
5219,1817,8,2014.0,22000.0,4,1,0,16.5,1198.0,74,5.0,4.11
5220,762,3,2015.0,14925.0,4,1,0,18.5,1197.0,82.9,5.0,5.37
5221,1064,9,2013.0,75000.0,1,1,0,20.8,1248.0,88.8,7.0,6.55
5222,450,2,2015.0,23000.0,4,1,0,17.4,1497.0,117.3,5.0,7.0
5223,419,9,2014.0,57000.0,4,1,0,17.0,1497.0,118,5.0,5.48
5224,1809,7,2013.0,76718.0,1,0,0,17.0,1968.0,138.03,5.0,6.51
5225,378,10,2016.0,138000.0,1,1,0,25.8,1498.0,98.6,5.0,5.15
5226,924,5,2013.0,140000.0,1,1,2,15.1,2179.0,140,7.0,9.0
5227,1698,9,2008.0,110000.0,4,0,2,14.5,1798.0,138.1,5.0,2.75
5228,604,10,2005.0,126000.0,4,1,2,17.0,1086.0,190,5.0,1.2
5229,74,1,2012.0,73000.0,1,0,0,22.7,1995.0,190,5.0,12.5
5230,240,7,2017.0,63423.0,1,1,0,23.0,1498.0,98.96,5.0,7.69
5231,755,7,2013.0,62132.0,4,1,0,18.5,1197.0,82.85,5.0,4.57
5232,418,9,2013.0,51000.0,4,0,0,16.8,1497.0,118,5.0,4.5
5233,1091,5,2015.0,75000.0,1,1,0,23.2,1248.0,73.94,5.0,4.9
5234,692,8,2008.0,55410.0,4,1,0,19.8,1086.0,68.05,5.0,1.65
5235,192,9,2015.0,41000.0,4,1,0,18.2,1199.0,82.4,5.0,3.25
5236,635,2,2012.0,45000.0,1,1,0,22.3,1582.0,126.32,5.0,6.25
5237,515,7,2018.0,53322.0,4,1,0,15.8,1591.0,121.3,5.0,12.13
5238,192,6,2013.0,48000.0,4,1,0,18.2,1199.0,82.4,5.0,3.25
5239,48,5,2013.0,72000.0,1,0,0,14.2,1968.0,174.3,5.0,29.0
5240,424,7,2013.0,50266.0,4,1,0,17.0,1497.0,118,5.0,5.53
5241,241,5,2017.0,21800.0,4,1,0,17.0,1497.0,121.36,5.0,8.75
5242,58,1,2014.0,45000.0,1,0,2,12.1,2967.0,241.4,7.0,37.9
5243,698,4,2010.0,62000.0,4,1,0,20.4,1197.0,78.9,5.0,2.4
5244,710,2,2014.0,41681.0,4,1,0,17.0,1197.0,80,5.0,4.55
5245,1127,4,2011.0,69313.0,4,1,2,17.5,1197.0,85.8,5.0,2.65
5246,1578,10,2017.0,49000.0,1,1,2,25.0,1396.0,69,5.0,1.6
5247,104,3,2012.0,40471.0,1,0,2,16.2,2993.0,235,5.0,25.72
5248,1159,0,2013.0,60000.0,1,1,0,22.9,1248.0,74,5.0,4.15
5249,337,6,2018.0,1001.0,4,1,0,19.0,1194.0,94.68,5.0,7.23
5250,665,1,2008.0,38000.0,4,1,2,13.9,1599.0,103.2,5.0,2.6
5251,78,9,2008.0,66000.0,1,0,2,16.1,1995.0,181,5.0,7.25
5252,1751,7,2017.0,33901.0,1,1,0,12.8,2494.0,102,8.0,14.29
5253,1327,5,2011.0,57000.0,1,0,2,14.9,2143.0,204,5.0,17.25
5254,534,10,2013.0,170000.0,1,1,0,22.5,1582.0,126.2,5.0,7.5
5255,1096,5,2014.0,60000.0,1,1,0,23.2,1248.0,73.94,5.0,4.35
5256,1185,10,2016.0,85000.0,1,1,0,24.3,1248.0,88.5,5.0,8.9
5257,678,8,2016.0,146000.0,1,1,2,19.1,1197.0,82,5.0,3.5
5258,437,8,2014.0,56002.0,1,1,0,26.0,1498.0,98.6,5.0,6.1
5259,1459,9,2016.0,8554.0,4,1,0,25.2,799.0,53.3,5.0,3.2
5260,1708,6,2014.0,62322.0,1,1,0,23.6,1364.0,67.06,5.0,4.9
5261,965,7,2015.0,37929.0,4,1,0,24.1,998.0,67.1,5.0,3.69
5262,1646,2,2016.0,5400.0,4,1,0,23.8,1199.0,84,5.0,3.98
5263,725,8,2013.0,60000.0,1,1,0,21.9,1396.0,90,5.0,2.95
5264,7,7,2014.0,55730.0,1,0,0,16.6,1968.0,147.51,5.0,15.21
5265,1159,5,2015.0,62000.0,1,1,0,28.4,1248.0,74,5.0,6.3
5266,1788,7,2017.0,14576.0,4,1,0,17.0,1198.0,73.75,5.0,6.69
5267,383,9,2017.0,17000.0,4,0,0,16.0,1497.0,117.3,7.0,9.5
5268,747,9,2009.0,28000.0,4,1,0,17.0,1197.0,80,5.0,2.65
5269,581,0,2012.0,58200.0,1,1,0,14.7,2199.0,194.3,7.0,7.5
5270,417,1,2002.0,53000.0,4,1,2,23.1,998.0,67.04,5.0,1.85
5271,1015,7,2018.0,12278.0,4,0,0,23.1,998.0,67.04,5.0,5.63
5272,513,3,2018.0,17665.0,4,1,0,15.8,1591.0,121.3,5.0,11.78
5273,1569,5,2004.0,200000.0,1,1,2,17.9,1396.0,52.8,5.0,0.85
5274,1855,9,2011.0,55893.0,4,1,0,15.0,1598.0,103.6,5.0,3.35
5275,1003,7,2015.0,60586.0,4,1,0,23.1,998.0,67.04,5.0,4.11
5276,1245,0,2015.0,13500.0,1,0,0,17.9,2143.0,136,5.0,25.51
5277,956,6,2017.0,30000.0,4,1,0,22.7,796.0,47.3,5.0,3.1
5278,270,4,2018.0,12000.0,1,0,0,10.9,3198.0,197,7.0,33.5
5279,1666,8,2017.0,65000.0,4,1,0,17.6,1193.0,88.7,5.0,4.8
5280,1843,8,2014.0,38000.0,4,1,0,16.1,1598.0,103.5,5.0,3.49
5281,1066,9,2012.0,25000.0,4,1,2,17.5,1373.0,91.1,7.0,5.15
5282,1301,9,2011.0,100000.0,1,0,0,14.0,2987.0,224,5.0,14.41
5283,1817,9,2014.0,13710.0,4,1,0,16.2,1199.0,74,5.0,4.75
5284,1733,6,2015.0,100000.0,1,0,0,12.6,2982.0,168.5,7.0,19.0
5285,1003,5,2017.0,17000.0,4,1,0,23.1,998.0,67.04,5.0,4.9
5286,75,2,2008.0,89000.0,1,0,2,16.1,1995.0,181,4.0,6.3
5287,434,6,2006.0,100173.0,4,1,2,16.9,1497.0,100,5.0,2.4
5288,1356,10,2009.0,97000.0,4,1,0,13.2,1999.0,114,5.0,3.0
5289,1463,4,2016.0,40190.0,4,1,0,18.1,1198.0,74.93,5.0,4.25
5290,1821,5,2016.0,29647.0,1,1,0,20.1,1498.0,88,5.0,6.3
5291,990,7,2018.0,43639.0,4,1,0,21.1,998.0,100,5.0,8.15
5292,694,7,2012.0,37333.0,4,1,0,20.4,1197.0,78.9,5.0,3.22
5293,718,7,2018.0,48407.0,4,1,0,18.6,1197.0,81.83,5.0,7.65
5294,155,4,2011.0,25000.0,4,0,0,10.4,2979.0,306,2.0,30.0
5295,706,10,2010.0,72400.0,4,1,2,20.4,1197.0,78.9,5.0,2.3
5296,1354,4,2012.0,18000.0,4,0,0,13.6,1598.0,181,4.0,22.0
5297,394,10,2012.0,65167.0,4,1,0,19.4,1198.0,86.8,5.0,3.28
5298,1036,7,2016.0,25418.0,4,1,0,20.7,1373.0,91.2,5.0,7.09
5299,1144,3,2013.0,38995.0,1,1,0,22.1,1248.0,73.9,5.0,6.46
5300,1823,2,2012.0,60000.0,1,1,0,22.1,1199.0,73.9,5.0,4.0
5301,135,4,2011.0,72000.0,1,0,0,17.1,1995.0,184,5.0,11.0
5302,58,3,2016.0,31075.0,1,0,2,12.1,2967.0,241.4,7.0,49.79
5303,306,8,2015.0,4311.0,1,1,0,25.8,1498.0,99,5.0,4.8
5304,93,1,2017.0,21000.0,1,0,0,21.8,1995.0,190,5.0,35.0
5305,1301,1,2011.0,54000.0,1,0,0,14.0,2987.0,224,5.0,21.99
